filename	ann_id	label	start_span	end_span	text
es-S0210-48062004000900010-1	T17	SINTOMA	72	85	hiperglucemia
es-S0210-48062004000900010-1	T18	SINTOMA	843	861	nitritos negativos
es-S0210-48062004000900010-1	T19	SINTOMA	885	917	Sedimento: leucocitos abundantes
es-S0210-48062004000900010-1	T20	SINTOMA	3288	3306	Vejiga de esfuerzo
es-S0210-48062004000900010-1	T21	SINTOMA	1636	1701	Cistograma con irregularidades de contorno en su porción superior
es-S0210-48062004000900010-1	T22	SINTOMA	1963	1975	masa vesical
es-S1130-63432013000300012-1	T1	SINTOMA	1731	1761	deterioro de su estado general
es-S1130-63432013000300012-1	T2	SINTOMA	1767	1794	disnea de mínimos esfuerzos
es-S1130-63432013000300012-1	T3	SINTOMA	1796	1804	ortopnea
es-S1130-63432013000300012-1	T4	SINTOMA	1806	1823	edemas maleolares
es-S1130-63432013000300012-1	T5	SINTOMA	1830	1844	dolor torácico
es-S1130-63432013000300012-1	T6	SINTOMA	1264	1272	sangrado
es-S1130-63432013000300012-1	T7	SINTOMA	732	740	sangrado
es-S1130-63432013000300012-1	T8	SINTOMA	1611	1651	test de sangre oculta en heces negativos
es-S1130-63432013000300012-1	T9	SINTOMA	2228	2262	tomografía angiográficas negativas
es-S1130-63432013000300012-1	T10	SINTOMA	1553	1565	asintomática
es-S1130-63432013000300012-1	T11	SINTOMA	345	408	gastroscopia y cápsula endoscópica sin hallazgos significativos
es-S1130-63432013000300012-1	T12	SINTOMA	2318	2338	elevación de la PSAP
es-S1130-63432013000300012-1	T13	SINTOMA	514	533	sangrado intestinal
es-S1130-01082010000600012-1	T1	SINTOMA	1060	1069	lumbalgia
es-S1130-01082010000600012-1	T2	SINTOMA	547	602	masa de color marrón-negro en tercio superior esofágico
es-S1130-01082010000600012-1	T3	SINTOMA	414	454	efecto masa en tercio superior esofágico
es-S1130-01082010000600012-1	T4	SINTOMA	954	968	masa esofágica
es-S1130-01082010000600012-1	T5	SINTOMA	1140	1159	disfagia a líquidos
es-S1130-01082010000600012-1	T6	SINTOMA	1200	1218	mal estado general
es-S1130-01082010000600012-1	T7	SINTOMA	1220	1245	hemodinámicamente estable
es-S1130-01082010000600012-1	T8	SINTOMA	1248	1255	afebril
es-S1130-01082010000600012-1	T9	SINTOMA	227	239	lumbociática
es-S1130-01082010000600012-1	T10	SINTOMA	283	314	sensación de nudo retroesternal
es-S1130-01082010000600012-1	T11	SINTOMA	1331	1387	dolor muy importante a la palpación de la columna dorsal
es-S1130-01082010000600012-1	T12	SINTOMA	338	353	pérdida de peso
es-S1130-01082010000600012-1	T13	SINTOMA	793	843	Gammagrafía ósea y marcadores tumorales: negativos
es-S1130-01082010000600012-1	T14	SINTOMA	1894	1935	masa tumoral en tercio superior esofágico
es-S1130-01082010000600012-1	T15	SINTOMA	316	335	disfagia progresiva
es-S1130-01082010000600012-1	T16	SINTOMA	1074	1102	imposibilita la deambulación
es-S1137-66272013000200019-1	T1	SINTOMA	426	431	dolor
es-S1137-66272013000200019-1	T2	SINTOMA	435	442	prurito
es-S0211-69952014000200012-2	T1	SINTOMA	573	589	RNA-VHC positivo
es-S0211-69952014000200012-2	T2	SINTOMA	862	868	fiebre
es-S0211-69952014000200012-2	T3	SINTOMA	871	880	hematuria
es-S0211-69952014000200012-2	T4	SINTOMA	1484	1504	carga viral negativa
es-S0211-69952014000200012-2	T5	SINTOMA	1461	1481	función renal normal
es-S0211-69952014000200012-2	T6	SINTOMA	1268	1313	respuesta viral rápida con carga indetectable
es-S1134-80462015000300003-1	T1	SINTOMA	197	206	lumbalgia
es-S1134-80462015000300003-1	T2	SINTOMA	209	223	lumbociatalgia
es-S1134-80462015000300003-1	T3	SINTOMA	1151	1159	diplopía
es-S1134-80462015000300003-1	T4	SINTOMA	1162	1182	debilidad mandibular
es-S0212-71992007000300006-1	T1	SINTOMA	485	495	consciente
es-S0212-71992007000300006-1	T2	SINTOMA	498	507	orientado
es-S0212-71992007000300006-1	T3	SINTOMA	521	533	bradicárdico
es-S0212-71992007000300006-1	T4	SINTOMA	576	594	sudoración profusa
es-S0212-71992007000300006-1	T5	SINTOMA	596	605	sialorrea
es-S0212-71992007000300006-1	T6	SINTOMA	617	635	secreción lacrimal
es-S0212-71992007000300006-1	T7	SINTOMA	639	666	dolor difuso de tipo cólico
es-S0212-71992007000300006-1	T8	SINTOMA	671	678	náuseas
es-S0212-71992007000300006-1	T9	SINTOMA	681	688	vómitos
es-S0212-71992007000300006-1	T10	SINTOMA	722	735	déficit motor
es-S0212-71992007000300006-1	T11	SINTOMA	751	792	fasciculación perceptible en ambos muslos
es-S0212-71992007000300006-1	T12	SINTOMA	860	884	mioclonías generalizadas
es-S0212-71992007000300006-1	T13	SINTOMA	895	907	desaturación
es-S0212-71992007000300006-1	T14	SINTOMA	886	892	miosis
es-S0212-71992007000300006-1	T15	SINTOMA	964	1024	fasciculaciones de la musculatura periférica y del diafragma
es-S0212-71992007000300006-1	T16	SINTOMA	1212	1227	fasciculaciones
es-S0212-71992007000300006-1	T17	SINTOMA	1398	1410	convulsiones
es-S0212-71992007000300006-1	T18	SINTOMA	1936	1942	miosis
es-S0212-71992007000300006-1	T19	SINTOMA	1945	1966	peristaltismo elevado
es-S0212-71992007000300006-1	T20	SINTOMA	2002	2011	midriasis
es-S0212-71992007000300006-1	T21	SINTOMA	2174	2192	midriasis reactiva
es-S0212-71992007000300006-1	T22	SINTOMA	2309	2333	mioclonías generalizadas
es-S0212-71992007000300006-1	T23	SINTOMA	2336	2363	debilidad muscular torácica
es-S0212-71992007000300006-1	T24	SINTOMA	2530	2549	mioclonías faciales
es-S0212-71992007000300006-1	T25	SINTOMA	2586	2605	clínica neurológica
es-S0212-71992007000300006-1	T26	SINTOMA	2853	2889	debilidad muscular proximal y facial
es-S0212-71992007000300006-1	T27	SINTOMA	2910	2924	hipoventilació
es-S0212-71992007000300006-1	T28	SINTOMA	2930	2945	fatiga muscular
es-S0212-71992007000300006-1	T29	SINTOMA	3305	3320	hipoventilación
es-S0212-71992007000300006-1	T30	SINTOMA	3325	3340	fatiga muscular
es-S0212-71992007000300006-1	T31	SINTOMA	3521	3542	agitación psicomotriz
es-S0212-71992007000300006-1	T32	SINTOMA	3671	3686	hipoventilación
es-S0212-71992007000300006-1	T33	SINTOMA	546	574	manifestaciones muscarínicas
es-S0212-71992007000300006-1	T34	SINTOMA	2084	2109	ausencia de peristaltismo
es-S0212-71992007000300006-1	T35	SINTOMA	2371	2380	debilidad
es-S0212-71992007000300006-1	T36	SINTOMA	912	931	cianosis periférica
es-S0212-71992007000300006-1	T37	SINTOMA	509	518	hipotenso
es-S0212-71992007000300006-1	T38	SINTOMA	1160	1180	síntomas periféricos
es-S0212-71992007000300006-1	T39	SINTOMA	1250	1269	cólicos abdominales
es-S0212-71992007000300006-1	T40	SINTOMA	2469	2478	agitación
es-S0212-71992007000300006-1	T41	SINTOMA	2962	2982	clínica respiratoria
